product_id,product,category
754,"KeepSafe by Marico Multi Purpose Disinfectant Spray 90 ml, Effective Against Virus, Bacteria & Fungi, 84% Alcohol Based Surface Disinfectant Spray,Travel-friendly pack ",Health & Personal Care
755,Rexona Coconut and Olive Oil Soap,Health & Personal Care
756,Godrej Ezee Liquid Detergent,Health & Personal Care
757,Duracell Ultra Alkaline AA Battery,Health & Personal Care
758,Dabur Almond Hair Oil,Health & Personal Care
759,Quaker Oats Pouch,Health & Personal Care
760,Happilo Premium Iranian Roasted and Salted Pistachios,Health & Personal Care
761,Domex Fresh Guard Ocean Fresh Disinfectant Liquid Toilet Cleaner,Health & Personal Care
762,"Dettol pH-Balanced Liquid Handwash Refill, Skincare- 1500 ml (Price Off) ",Health & Personal Care
763,Dabur Chyawanprash,Health & Personal Care
764,Protinex Health And Nutritional Drink Mix For Adults with High protein & 10 Immuno Nutrients,Health & Personal Care
765,Dabur Chyawanprash,Health & Personal Care
766,Protinex Health And Nutritional Drink Mix For Adults with High protein & 10 Immuno Nutrients,Health & Personal Care
767,Mr. Merchant Tutti Frutti (Papaya Cherries) Fresh Chery Candies for Cakes,Health & Personal Care
768,Skrubble High Action Dishwash Liquid Bottle,Health & Personal Care
769,Skinbeing Blueberry Daily Refreshing Showergel,Health & Personal Care
770,Soulfull Ragi Bites,Health & Personal Care
771,Cooking Pastes  Dabur Hommade Coconut Milk- Goodness of 2 Creamy Coconuts-200 ml ,Health & Personal Care
772,Tata Tea Premium,Health & Personal Care
773,Savlon Moisture Shield Handwash,Health & Personal Care
774,Scotch-Brite Stainless Steel Scrub,Health & Personal Care
775,Sanifresh Ultrashine Toilet Cleaner -1.5 X Extra Strong Extra Clean,Health & Personal Care
776,Pears Soft & Fresh Bathing Bar Soap with 98% Pure Glycerine & Mint Extracts For Fresh Glow 125g (Pack of 4)  125 gram (Pack of ,Health & Personal Care
777,Vanish All in One Detergent Boosting Add-on Powder and stain remover,Health & Personal Care
778,Horlicks Lite,Health & Personal Care
779,Flax Seed  24 Mantra Organic Flax Seeds,Health & Personal Care
780,NIVEA Body Lotion for Very Dry Skin,Health & Personal Care
781,Tide Ultra 3 in 1 Clean Detergent Washing Powder,Health & Personal Care
782,Happilo Premium International Omani Dates 680g (Value Pack)  ,Health & Personal Care
783,Cashews  Amazon Brand,Health & Personal Care
784,"Surf Excel Matic Front Load Liquid Detergent Refill Pouch -Super Saver Pack Designed For 100% Tough Stain Removal In Front load Machines, 2 L ",Health & Personal Care
785,"Nestle CEREGROW Growing Up Multigrain Cereal with Milk and Fruits (From 2-5 Years), 300g Bag-In-Box Pack ",Health & Personal Care
786,Lifebuoy Total 10 Active Silver Formula-Germ Protection Handwash Refill 750ml (Pack of 2) ,Health & Personal Care
787,Pediasure 7+ Specialized Nutrition Drink Powder for Growing Children Chocolate Flavour 400 gm  ,Health & Personal Care
788,Nestlé CERELAC Baby Cereal with Milk,Health & Personal Care
789,Protinex Health And Nutritional Drink Mix For Adults with High protein & 10 Immuno Nutrients,Health & Personal Care
790,Surf Excel Easy Wash Detergent Powder,Health & Personal Care
791,Savlon Herbal Sensitive pH balanced Liquid Handwash Refill Pouch,Health & Personal Care
792,Himalaya Neem and Turmeric Soap,Health & Personal Care
793,Medimix Ayurvedic Classic 18 Herbs Soap,Health & Personal Care
794,Sanifresh Ultrashine 1L (500 + 500) Toilet Cleaner -1.5X Extra Strong Extra Clean with Odonil Room Freshner Blocks 50 g Free ,Health & Personal Care
795,"KeepSafe Instant Hand Sanitizer, Instantly Kills 99.99% Germs without Water, 72% Alcohol Based Sanitizer, Non-Sticky, Skin-Friendly, Travel-Pack, 100 ml ",Health & Personal Care
796,Pepsodent 2 in 1 Toothpaste,Health & Personal Care
797,Stayfree Secure Extra Large Cottony Soft Cover Sanitary Pads For Women With Wings,Health & Personal Care
798,Oral B Pro Health Gum Care Toothbrush soft Buy 2 Get 2 Free  ,Health & Personal Care
799,Red Label Natural Care Tea,Health & Personal Care
800,Brooke Bond Red Label Natural Care Tea,Health & Personal Care
801,Nimyle Herbal Floor Cleaner,Health & Personal Care
802,Parachute 100% Pure Coconut Oil,Health & Personal Care
803,Mangaldeep Lo Smoke Incense Sticks,Health & Personal Care
804,Pril Dish Wash Bar,Health & Personal Care
805,Happilo Premium Californian Roasted & Salted Pistachios 500g,Health & Personal Care
806,Good Knight Power Activ+,Health & Personal Care
807,Complan Refill,Health & Personal Care
808,Parachute Advansed Jasmine,Health & Personal Care
809,The Farm Basket Dried Sweet Amla Candy (No Sugar Layer) 200g  ,Health & Personal Care
810,"Harpic Disinfectant Toilet Cleaner Liquid, Orange",Health & Personal Care
811,Dettol Original Germ Protection Bathing Soap bar,Health & Personal Care
812,UpCrop Premium W320 Cashew 500 grams  ,Health & Personal Care
813,Santoor Classic Gentle Hand Wash,Health & Personal Care
814,Crackers & Salt Biscuits  Parle Rusk,Snack Foods
815,Cookies  Dark Fantasy Choco Fills,Snack Foods
816,Sunfeast Mom's Magic Cashew and Almond,Snack Foods
817,Sunfeast Farmlite Active Oats with Almonds Biscuits,Snack Foods
818,Parle Marie Light & Crispy,Snack Foods
819,Sunfeast Dark Fantasy Coffee Fills,Snack Foods
820,Sunfeast Dark Fantasy Choco Fills plus Coffee Fills Combo 75g (Buy 3 Get 1 Free)  ,Snack Foods
821,Sunfeast Marie Light Active 120g (Buy 4 Get 1 Free)  ,Snack Foods
822,Dukes Nibbles,Snack Foods
823,Sandwich Cookies  Cadbury Oreo Original Chocolatey Sandwich Biscuits with Vanilla Creme,Snack Foods
824,Digestive Biscuits  Sunfeast Farmlite Digestive High Fibre Biscuits,Snack Foods
825,Sunfeast Biscuits,Snack Foods
826,Butter Cookies  Unibic Cashew Badam Cookies,Snack Foods
827,Sunfeast Farmlite Digestive All Good,Snack Foods
828,McVities Digestive Biscuits,Snack Foods
829,"Unibic Cookies -Milk Cookies, 500g ",Snack Foods
830,DukesWaffy Biscuits Strawberry,Snack Foods
831,Cadbury Oreo Choco Crème Biscuit Family Pack,Snack Foods
832,Parle Monaco Cheeselings,Snack Foods
833,DukesCream 4 Fun Biscuits Combie,Snack Foods
834,Sunfeast Dark Fantasy Choco Fills,Snack Foods
835,Sunfeast Farmlite Digestive Oats with Raisins Biscuits,Snack Foods
836,Cadbury Bournvita Biscuits Pro Health Vitamins Chocolate,Snack Foods
837,Parle Hide and Seek Choco Rolls,Snack Foods
838,DukesWaffy Biscuits Strawberry,Snack Foods
839,Parle Monaco Cheeselings,Snack Foods
840,Parle Hide and Seek Choco Rolls,Snack Foods
841,Unibic Fruit & Nut Cookies,Snack Foods
842,Sunfeast Mom'S Magic Cashew And Almond Cookie,Snack Foods
843,Mcvities Digestive Biscuits,Snack Foods
844,Dukes Waffy Biscuits Pineapple,Snack Foods
845,Cadbury Oreo Dipped Chocolate Cookie,Snack Foods
846,Lotte Choco Pie,Snack Foods
847,Sunfeast Mom's Magic Cashew and Almonds,Snack Foods
848,McVitie's Oat Cookies with Goodness of Oats & Honey,Snack Foods
849,UNIBIC Oat Meal Cookies,Snack Foods
850,McVitie's Ginger Cookies with Goodness of Ginger,Snack Foods
851,UNIBIC Choco Chip Cookies,Snack Foods
852,McVitie's Bourbon,Snack Foods
853,McVitie's Fruit Cookies with Goodness of Blackcurrant,Snack Foods
854,Parle Milano Centre Filled,Snack Foods
855,Sunfeast Dark Fantasy Choco Crème,Snack Foods
856,Parle Hide and Seek Black Bourbon,Snack Foods
857,Dukes Dark Waffy Premium Vanilla Flavoured Choco Waffers,Snack Foods
858,Unibic Cookies-Choco Nut Cookies 500g ,Snack Foods
859,Sunfeast Dark Fantasy Choco Crème,Snack Foods
860,Soft Drink Mixes  Horlicks Health & Nutrition drink,"Coffee, Tea & Beverages"
861,Coconut Water  Real Activ 100% Tender Coconut Water with No Added Sugar or Preservatives -200ml (Pack of 6) ,"Coffee, Tea & Beverages"
862,Red Label Natural Care Tea,"Coffee, Tea & Beverages"
863,Coca Cola 300ml (Pack of 6)  ,"Coffee, Tea & Beverages"
864,Bournvita Little Champ Health Drink Jar,"Coffee, Tea & Beverages"
865,Tata Tea Gold,"Coffee, Tea & Beverages"
866,NESCAFÉ Sunrise Instant Coffee,"Coffee, Tea & Beverages"
867,Brooke Bond Red Label Tea Leaf Carton,"Coffee, Tea & Beverages"
868,"Nescafe Hazelnut, Ready-To-Drink Cold Coffee, 180ml Tetra Pack ","Coffee, Tea & Beverages"
869,Hot Chocolate & Malted Drinks  Cadbury Hot Chocolate Drink Powder Mix,"Coffee, Tea & Beverages"
870,Taj Mahal Tea with Long Leaves,"Coffee, Tea & Beverages"
871,B Natural Nagpur Orange Juice,"Coffee, Tea & Beverages"
872,Tetley Flavour Tea Bags Masala 50s (100gm)  ,"Coffee, Tea & Beverages"
873,Amirthaa Dairy Whitener 500g  ,"Coffee, Tea & Beverages"
874,Tata Tea Tulsi Green Pouch,"Coffee, Tea & Beverages"
875,Taj Mahal Tea with Long Leaves,"Coffee, Tea & Beverages"
876,Tata Tea,"Coffee, Tea & Beverages"
877,Horlicks Health & Nutrition drink,"Coffee, Tea & Beverages"
878,Nescafé Classic Coffee,"Coffee, Tea & Beverages"
879,Glucon D Instant Energy Health Drink Nimbu Pani,"Coffee, Tea & Beverages"
880,BRU Instant Coffee Powder,"Coffee, Tea & Beverages"
881,Disano Amla Juice,"Coffee, Tea & Beverages"
882,Del Monte Green Apple Fruit Drink,"Coffee, Tea & Beverages"
883,Paper Boat Aamras,"Coffee, Tea & Beverages"
884,Paper Boat Aamras,"Coffee, Tea & Beverages"
885,B Natural Juice,"Coffee, Tea & Beverages"
886,Taj Mahal Tea with Long Leaves,"Coffee, Tea & Beverages"
887,"TE-A-ME Apple Cinnamon Herbal Infusion Tea, ICE Tea, Pack of 25 Tea Bags ","Coffee, Tea & Beverages"
888,Tata Tea Agni,"Coffee, Tea & Beverages"
889,Protinex Original Health And Nutritional Drink Mix For Adults with High protein & 8 Immuno Nutrients,"Coffee, Tea & Beverages"
890,NESCAFÉ Latté Instant Coffee Premix,"Coffee, Tea & Beverages"
891,"Octavius Cinnamon Anise Green Tea, Strong Immunity Blend with Antioxidants of Green Tea","Coffee, Tea & Beverages"
892,Farmer Fresh Pure & Premium 500 Gram Pack of 2 Skimmed Milk Powder | No Added Preservatives | Sugar Free | Perfect for Tea & Coffee |  ,"Coffee, Tea & Beverages"
893,Vedaka Assam Tea,"Coffee, Tea & Beverages"
894,Chaayos Masala Tea,"Coffee, Tea & Beverages"
895,Nestle Everyday Dairy Whitener,"Coffee, Tea & Beverages"
896,Revive Beetroot Carrot Mix Juice I Everyday Detox Juice I Ready to Drink [ Couple Pack of 2 Cans ] 200 ml Each  ,"Coffee, Tea & Beverages"
897,Real Fruit Power Guava,"Coffee, Tea & Beverages"
898,Brooke Bond 3 Roses Dust Tea,"Coffee, Tea & Beverages"
899,Del Monte Four Season Mixed Fruit Drink,"Coffee, Tea & Beverages"
900,"Nescafe Sunrise Rich Aroma Instant Coffee-Chicory Mix, 100g Pouch ","Coffee, Tea & Beverages"
901,Tang Orange Instant Drink Mix,"Coffee, Tea & Beverages"
902,Society Leaf Tea,"Coffee, Tea & Beverages"
903,Natureland Organics Triphala Powder 100 Gm,"Coffee, Tea & Beverages"
904,PediaSure Health & Nutrition Drink Powder for Kids Growth,"Coffee, Tea & Beverages"
905,Real Gold Select Black Tea with Darjeeling Tea Leaves Square Container 500g  ,"Coffee, Tea & Beverages"
906,Rasna Fruit Plus Mixed Fruit,"Coffee, Tea & Beverages"
907,Wagh Bakri Leaf Tea Poly Pack,"Coffee, Tea & Beverages"
908,Vim Dishwash Bar, Household Supplies
909,Dishwash Liquids & Gels  Vim Dishwash Gel, Household Supplies
910,Dishwashing Bars  Exo Dishwash Bar, Household Supplies
911,Scrubs & Sponges  Scotch-Brite Scrub Pad (Regular), Household Supplies
912,Exo Dishwash Bar, Household Supplies
913,ScotchBrite Stainless Steel and Scrub Pad combo 1 Steel Scrubbers (15g) + 2 Scrub pads.  , Household Supplies
914,Dishwasher Detergent  Vim Anti Smell Bar, Household Supplies
915,Pril Dish Wash Bar, Household Supplies
916,Skrubble High Action Dishwash Liquid Bottle, Household Supplies
917,Pril Dishwash Speckles, Household Supplies
918,Pril Dish Washing Liquid, Household Supplies
919,Pril Dish Wash Bar, Household Supplies
920,Vim Dishwash Liquid Gel Lemon, Household Supplies
921,Pril Perfect Active Lime Grease Fighter, Household Supplies
922,Giffy Lemon & Active Salt Concentrated Dish Wash Gel by Wipro, Household Supplies
923,Skrubble High Action Dishwash Liquid, Household Supplies
924,Pril Kraft Dish Washing Liquid, Household Supplies
925,Skrubble High Action Dishwasher with Free Scrub Pad, Household Supplies
926,Spark Clean FastAction Formula Dishwash Liquid, Household Supplies
927,Skrubble Dishwasher Rinse Aid, Household Supplies
928,"Finish Dishwasher Rinse Aid, Shine & Dry- 400 ml ", Household Supplies
929,"Finish Dishwasher Rinse Aid, Shine & Dry- 400 ml ", Household Supplies
930,Giffy Green Lime & Active Salt Concentrated Dish Wash Gel by Wipro, Household Supplies
931,Finish Dishwasher 'All in 1 Max Powerball', Household Supplies
932,Skrubble Dishwasher Tablet, Household Supplies
933,Skrubble Dishwasher Salt, Household Supplies
934,Scotch-Brite Round Toilet Brush with Holder , Household Supplies
935,Pril Dishwash 500ml (Green) Pack of 3  , Household Supplies
936,Gala 145490 Refill (Multicolour)  , Household Supplies
937,Pro Nature 100% Organic Coriander Whole,Spices & Masalas
938,Everest Tandoori Chicken Masala Powder,Spices & Masalas
939,Pro Nature 100% Organic Cumin,Spices & Masalas
940,Catch Dal Makhani Masala,Spices & Masalas
941,Keya Nawabi Meat Masala Khada Masala,Spices & Masalas
942,24 Mantra Organic Turmeric/Haldi Powder,Spices & Masalas
943,Kohinoor Kashmiri Meat Masala,Spices & Masalas
944,Dry Ginger  Catch Spice Dry Ginger Powder,Spices & Masalas
945,Keya Awadhi Raita Masala,Spices & Masalas
946,Keya Veg Dum Biryani Khada Masala,Spices & Masalas
947,Keya Piri Piri,Spices & Masalas
948,MTR Ready to Eat Paneer Butter Masala,Spices & Masalas
949,Everest Tandoori Chicken Masala,Spices & Masalas
950,Aashirvaad Powder,Spices & Masalas
951,Keya Delhi Paneer Butter Massala Khada Masala,Spices & Masalas
952,Kohinoor Punjabi Butter Chicken Masala,Spices & Masalas
953,Pro Nature 100% Organic Clove,Spices & Masalas
954,24 Mantra Organic White Sesame Seed,Spices & Masalas
955,Keya Awadhi Kadhai Masala Khada Masala,Spices & Masalas
956,ITC Master Chef Hyderabadi Biryani Cooking Paste 80g,Spices & Masalas
957,"MAGGI Paneer-ae-Magic, Kadhai Paneer Masala, 60G Pouch (5 Sachets) | Restaurant Style ",Spices & Masalas
958,Keya Chinese Seasoning,Spices & Masalas
959,Kohinoor Amritsari Tandoori Chicken Masala,Spices & Masalas
960,24 Mantra Organic Chilli Powder,Spices & Masalas
961,Catch Sprinklers Iodized Table Salt,"Rice, Flour & Pulses"
962,Weikfield Cornflour,"Rice, Flour & Pulses"
963,24 Mantra Organic Wholewheat Atta Premium,"Rice, Flour & Pulses"
964,24 Mantra Organic Chana (Bengal Gram) dal,"Rice, Flour & Pulses"
965,Fortune Mini Soya chunks,"Rice, Flour & Pulses"
966,Pro Nature 100% Organic Rajma (Chitra),"Rice, Flour & Pulses"
967,Organic Tattva Wheat Maida,"Rice, Flour & Pulses"
968,Daawat Super Basmati,"Rice, Flour & Pulses"
969,Kohinoor Authentic Royale Biryani Basmati Rice 5 Kg | Special Biryani Rice  ,"Rice, Flour & Pulses"
970,24 Mantra Organic Jowar (Sorghum) Flour,"Rice, Flour & Pulses"
971,Dried Soy Beans  Fortune SOYA Chunks,"Rice, Flour & Pulses"
972,Brown Rice  Kohinoor Charminar Brown Rice,"Rice, Flour & Pulses"
973,Fortune Everyday Basmati Rice,"Rice, Flour & Pulses"
974,INDIA GATE Natural Wholegrain Quinoa,"Rice, Flour & Pulses"
975,Tata Sampann Combi Pack -Unpolished Toor Dal 1kg +Unpolished Urad Whole 1kg ,"Rice, Flour & Pulses"
976,Organic Tattva Rice Flour,"Rice, Flour & Pulses"
977,Kohinoor Super Silver Basmati Rice 5 Kg | Premium Basmati Rice  ,"Rice, Flour & Pulses"
978,24 Mantra Organic Sonamasuri Raw Rice Polished 5kg  ,"Rice, Flour & Pulses"
979,Kohinoor Charminar Long Grain Rice,"Rice, Flour & Pulses"
980,24 Mantra Organic 7 Grain Multigrain Atta 1Kg  ,"Rice, Flour & Pulses"
981,Charminar Everymeal Mogra Basmati Rice 10kg | Broken Rice  ,"Rice, Flour & Pulses"
982,24 Mantra Organic Sonamasuri Semi Brown Rice Hand Pounded,"Rice, Flour & Pulses"
983,Kohinoor Gold India's Finest Extra Long Authentic Basmati Rice,"Rice, Flour & Pulses"
984,Unity Super | Authentic Long Grain Basmati Rice,"Rice, Flour & Pulses"
985,India Gate Select,"Rice, Flour & Pulses"
986,Organic Tattva Red Poha,"Rice, Flour & Pulses"
987,Kohinoor Brown Authentic Basmati Rice,"Rice, Flour & Pulses"
988,Fortune Super Basmati Rice,"Rice, Flour & Pulses"
989,Pro Nature 100% Organic Moong Yellow,"Rice, Flour & Pulses"
990,Organic Tattva Sona Masuri Hand Pounded,"Rice, Flour & Pulses"
991,Fortune Biryani Classic,"Rice, Flour & Pulses"
992,Organic Tattva Sona Masuri Rice White Polished,"Rice, Flour & Pulses"
993,Tilda Pure Original Basmati Rice,"Rice, Flour & Pulses"
994,Organic Tattva Ragi Whole,"Rice, Flour & Pulses"
995,Kohinoor Super Silver Authentic Basmati Rice,"Rice, Flour & Pulses"
996,Organic Tattva Ragi Flour,"Rice, Flour & Pulses"
997,Pro Nature 100% Organic Quinoa,"Rice, Flour & Pulses"
998,Kohinoor Dubar Authentic Basmati Rice,"Rice, Flour & Pulses"
999,Kohinoor Charminar Select Basmati Rice,"Rice, Flour & Pulses"
1000,24 Mantra Organic Sonamasuri Raw Semi Brown Rice Handpounded,"Rice, Flour & Pulses"
1001,Tilda Everyday Basmati Rice,"Rice, Flour & Pulses"
1002,India Gate Basmati Rice Super,"Rice, Flour & Pulses"
1003,24 Organic Mantra Parboiled Kodo Millet,"Rice, Flour & Pulses"
1004,24 Mantra Organic Basmati Brown rice,"Rice, Flour & Pulses"
